50	50	50	50	50	50	50	55	03	14	15	51	62	63	63	55	03	51	52	52	53	01	02	03	03	01	01	03	01	03	01	01	03	54	55	02	01	03	01	03	03	03	01	01	01	01	02	01	01	01	01	03	54	50	50	50	50	50	50	50
50	63	50	50	50	50	50	55	03	14	15	54	63	64	59	58	02	54	63	64	55	11	12	12	13	03	01	01	01	03	01	01	03	54	55	03	01	03	02	01	03	03	02	03	03	03	01	01	02	01	01	03	54	50	50	50	63	50	50	50
50	50	50	50	50	50	63	55	03	14	15	56	57	57	58	02	02	56	60	59	58	16	17	20	15	02	03	02	01	03	02	01	03	54	55	03	01	02	03	01	01	01	01	03	02	03	01	02	04	02	01	03	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	03	14	21	12	12	12	12	12	13	02	54	61	52	52	53	14	15	03	03	03	03	01	01	01	03	54	55	03	03	01	03	02	03	03	03	03	01	03	01	01	02	01	01	03	54	50	63	50	50	50	50	50
50	50	50	50	63	50	50	55	03	14	23	10	10	23	10	24	21	13	54	63	59	57	58	16	18	03	01	02	01	01	01	01	02	54	55	03	02	01	01	03	02	01	01	02	01	03	01	01	01	01	03	03	54	50	50	50	50	63	50	50
50	50	50	50	50	50	50	55	03	16	20	10	24	24	10	10	24	15	56	57	58	02	02	01	03	01	01	01	01	01	02	01	01	54	55	03	03	01	03	03	01	03	03	01	03	01	02	01	02	03	03	03	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	03	03	16	20	19	17	17	20	10	21	12	13	02	01	02	03	01	01	01	03	01	03	03	03	01	54	55	03	01	01	01	03	01	01	02	03	01	01	03	03	03	03	03	03	54	63	50	50	50	50	50	50
50	50	50	50	50	63	50	55	03	03	03	16	18	02	02	16	20	24	19	18	02	02	02	03	01	02	01	01	03	01	01	01	03	56	58	03	03	03	02	03	03	03	01	03	02	03	03	01	01	01	01	03	54	50	50	50	50	50	50	50
50	63	50	50	50	50	50	61	52	52	53	03	03	01	04	02	16	17	18	02	03	04	03	01	01	01	01	01	01	01	02	01	01	01	01	01	02	01	01	01	02	01	01	03	01	03	02	01	03	01	02	01	54	50	50	50	63	50	50	50
50	50	50	50	50	50	50	50	64	50	55	01	01	01	03	04	03	04	04	03	04	03	04	03	01	01	01	02	01	01	01	01	02	51	53	03	01	03	03	03	03	03	01	03	01	01	01	03	01	03	01	01	54	50	50	50	50	50	50	50
50	50	50	50	50	50	63	50	59	57	58	02	01	01	01	01	04	03	01	04	01	01	01	51	52	52	52	52	52	52	52	52	52	62	55	03	01	03	03	03	03	03	02	03	03	03	03	03	02	01	03	01	54	50	63	50	50	50	63	50
50	50	50	63	50	50	50	50	55	01	01	01	04	01	01	01	01	01	01	01	01	02	01	54	64	50	50	63	50	50	50	50	63	50	55	03	01	02	03	03	01	01	01	03	01	02	01	01	03	01	03	02	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	59	58	01	04	03	01	01	02	01	01	01	01	01	01	01	01	54	50	50	59	57	57	57	57	57	57	57	58	03	03	01	03	03	02	03	03	02	01	03	03	01	02	01	03	01	54	50	50	63	50	50	50	50
50	50	50	50	50	50	50	55	02	01	03	01	01	01	01	01	01	02	01	01	04	01	01	54	50	50	55	01	01	01	01	01	02	01	01	01	03	01	01	03	01	03	01	03	01	03	02	03	03	03	01	01	54	50	50	50	50	50	50	50
50	50	50	50	50	63	50	55	01	04	04	01	01	01	01	03	01	01	01	04	01	01	01	54	63	50	55	01	51	52	52	52	52	52	53	01	03	03	01	03	01	01	02	01	01	03	01	03	01	01	01	02	54	50	50	50	50	50	63	50
50	63	50	50	50	50	50	55	01	01	02	03	01	02	01	01	01	01	01	01	03	01	01	54	50	50	55	02	54	50	50	50	50	64	55	02	01	03	02	03	03	03	03	03	03	03	01	03	01	02	03	03	54	50	63	50	50	50	50	50
50	50	50	50	50	50	50	61	52	53	01	04	01	01	01	01	01	01	01	01	04	01	02	54	50	50	55	01	54	50	63	50	50	50	55	01	03	03	01	03	02	01	01	01	01	01	02	01	03	01	03	03	54	50	50	50	50	50	50	50
50	50	50	50	50	50	63	59	60	55	01	01	04	01	01	01	04	01	01	03	01	01	01	54	50	50	55	01	54	50	50	50	50	50	55	01	01	01	01	03	01	03	01	02	01	03	01	01	01	01	02	03	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	61	62	61	53	01	01	04	04	01	01	02	01	03	01	01	01	54	50	63	55	01	54	50	50	50	50	50	55	03	02	03	03	03	01	02	03	03	03	03	03	01	02	03	01	03	54	50	50	50	63	50	50	50
50	50	50	63	50	50	50	50	64	50	55	02	03	01	03	01	01	01	04	01	01	01	01	54	50	50	55	01	54	50	64	50	50	59	58	03	01	03	03	03	01	03	01	01	03	01	01	03	01	01	03	03	54	63	50	50	50	50	50	50
50	50	50	50	50	50	59	60	50	50	55	01	03	02	01	03	03	03	01	01	02	01	01	54	50	50	55	02	54	50	50	50	63	55	03	03	01	01	02	03	01	01	01	02	01	01	01	01	03	03	03	03	54	50	50	50	50	50	50	50
50	50	50	50	50	50	61	62	50	64	55	01	03	01	04	01	02	01	03	01	01	01	01	54	50	50	61	52	62	50	50	50	50	55	01	01	02	03	01	03	03	03	03	03	03	03	02	01	03	03	03	03	54	50	50	63	50	50	50	50
50	50	63	50	50	50	50	63	59	57	58	01	03	01	01	01	01	04	01	03	01	01	01	54	63	50	50	50	50	50	63	50	50	55	02	03	03	03	01	01	02	01	01	01	02	03	01	01	01	02	03	03	54	50	50	50	50	63	50	50
50	50	50	50	50	50	50	59	58	01	01	01	03	01	01	02	01	01	01	04	01	01	02	56	57	57	57	60	64	50	50	50	50	55	01	01	01	03	03	03	03	03	03	03	01	03	01	02	01	01	01	03	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	01	01	03	03	01	01	03	01	01	01	01	03	01	01	01	01	01	01	01	54	50	50	50	50	64	55	03	03	02	03	03	03	03	03	03	04	02	03	03	03	03	03	01	01	54	50	63	50	50	50	50	50
50	50	50	50	63	50	50	55	01	03	02	01	03	03	01	03	03	01	03	03	04	04	01	01	02	01	01	54	50	59	57	57	57	58	01	01	01	01	02	03	03	03	03	04	01	01	02	01	04	03	03	02	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	02	01	01	01	01	02	01	01	01	01	02	01	01	03	01	01	01	01	02	54	63	55	01	01	01	01	02	01	01	02	03	03	03	03	03	04	04	04	04	04	04	04	01	01	54	50	50	50	50	50	50	50
50	63	50	50	50	50	50	61	52	52	52	52	52	52	52	52	52	52	53	01	51	52	52	52	52	52	52	62	50	55	01	01	01	01	01	01	03	03	03	03	04	04	04	02	01	01	01	01	02	01	01	01	54	50	50	50	63	50	50	50
50	50	50	50	50	50	63	59	57	57	57	57	57	57	57	57	57	57	58	01	56	57	57	57	57	60	63	50	50	55	01	02	01	01	01	03	03	04	04	04	01	01	01	01	01	02	01	01	01	01	01	02	54	63	50	50	50	50	50	50
50	50	50	50	50	50	50	55	01	01	01	01	02	01	01	01	02	01	01	01	03	03	03	03	01	54	59	57	57	58	01	01	01	03	03	03	04	31	32	33	01	02	01	01	51	52	52	52	52	53	01	01	54	50	50	50	50	50	50	50
50	50	63	50	50	50	50	55	03	05	32	05	05	05	05	05	05	05	05	05	05	05	05	03	02	56	58	01	01	01	01	01	03	03	03	04	31	42	43	41	33	51	52	52	62	50	50	64	50	61	52	52	62	50	50	63	50	50	50	63
50	50	50	50	50	50	50	55	03	05	30	05	30	30	30	30	30	30	05	30	30	30	05	03	01	01	02	01	01	02	01	01	03	03	04	31	42	30	30	39	38	54	50	50	59	57	57	57	60	63	50	50	50	50	50	50	50	50	50	50
50	50	50	50	50	50	63	55	03	05	30	05	30	05	05	05	05	30	05	30	05	30	05	03	01	51	53	01	01	01	01	03	03	04	31	42	44	30	30	35	51	62	63	50	55	31	32	33	56	60	50	64	50	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	03	05	30	30	30	05	30	30	30	30	05	30	05	30	05	03	01	54	55	03	03	03	03	04	04	31	42	39	37	40	44	35	54	50	59	57	58	34	39	38	04	56	57	57	60	63	50	50	50	50	50	50
50	50	50	50	63	50	50	55	03	05	05	30	05	30	05	30	05	05	05	30	05	30	35	01	02	54	55	04	04	03	04	31	32	42	30	35	04	34	39	38	54	64	55	31	33	36	38	04	04	02	01	01	54	50	50	50	63	50	50	50
50	50	50	50	50	50	50	55	03	05	30	30	05	30	30	30	05	30	30	30	05	30	05	03	03	54	55	04	01	04	31	42	30	43	30	41	32	42	35	02	56	57	58	34	41	33	04	02	01	01	02	01	54	50	50	50	50	50	50	50
50	50	50	50	50	63	50	55	03	05	30	05	05	05	05	05	05	30	05	30	05	30	05	03	01	56	58	01	02	31	42	44	39	37	40	44	30	30	35	01	01	02	01	34	43	35	04	01	02	04	31	33	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	03	05	30	05	30	30	30	30	30	30	05	30	30	30	05	03	02	01	01	01	31	42	30	30	35	04	34	30	43	30	35	02	51	52	53	36	40	41	32	33	04	31	42	35	54	50	63	50	50	50	50	63
50	50	50	63	50	50	50	55	03	05	05	05	37	05	05	05	05	05	05	05	05	05	05	03	01	51	53	01	36	40	43	30	41	32	42	30	30	39	38	04	54	50	61	53	34	43	39	38	04	34	44	35	54	50	50	50	50	50	50	50
50	50	50	50	50	50	50	55	03	03	03	03	01	01	01	02	01	01	01	01	01	02	01	01	01	54	55	04	01	36	37	37	37	37	37	37	37	38	04	04	54	50	64	55	36	37	38	51	53	36	37	38	54	50	50	50	50	63	50	50
50	50	50	50	50	50	50	61	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	62	61	52	52	52	52	52	52	52	52	52	52	52	52	52	62	59	60	61	52	52	52	62	61	52	52	52	62	50	50	50	50	50	50	50
50	50	50	50	50	50	63	50	50	63	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	50	50	50	63	50	50	61	62	50	63	50	50	63	50	50	50	50	50	63	50	50	50	50	50	50
50	50	63	50	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	63	50	50	50	63	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	63	50	50	50	50	63	50	50	50
50	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50	63	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50	63	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	63	50
50	50	50	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	63	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	63	50	50	50	50	50
